genero,grupo_etnico,nivel_educacao_pais,tipo_de_bolsa,fez_curso_preparatorio,pontuacao_matematica,pontuacao_leitura,pontuacao_escrita
homem,grupo_E,ensino_fundamental,padrao,N,57,47,42
homem,grupo_A,ensino_superior_incompleto,gratuita,N,52,41,37
mulher,grupo_B,ensino_superior_completo,gratuita,S,43,51,62
mulher,grupo_C,ensino_medio,padrao,N,85,82,85
homem,grupo_C,ensino_superior_mestrado,gratuita,N,61,58,58
mulher,grupo_B,ensino_superior_incompleto,padrao,S,59,64,69
homem,grupo_C,ensino_fundamental,gratuita,S,63,62,60
mulher,grupo_D,ensino_fundamental,gratuita,N,62,76,66
homem,grupo_A,ensino_superior_mestrado,gratuita,N,70,67,61
homem,grupo_C,ensino_medio,gratuita,N,68,78,72
homem,grupo_D,ensino_superior_incompleto,padrao,S,89,83,86
homem,grupo_C,ensino_medio,padrao,S,79,73,74
homem,grupo_A,ensino_superior_incompleto,padrao,N,37,38,29
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,38,41,43
mulher,grupo_C,ensino_superior_incompleto,padrao,S,71,77,81
homem,grupo_C,ensino_medio,padrao,N,61,60,56
mulher,grupo_E,ensino_superior_incompleto,gratuita,N,61,68,63
homem,grupo_C,ensino_superior_incompleto,gratuita,N,60,54,53
homem,grupo_A,ensino_medio,padrao,S,40,44,38
mulher,grupo_C,ensino_medio,padrao,S,49,57,64
homem,grupo_A,ensino_fundamental,gratuita,N,46,33,40
mulher,grupo_C,ensino_superior_completo,padrao,N,86,90,89
mulher,grupo_B,ensino_fundamental,gratuita,N,69,85,78
homem,grupo_D,ensino_medio,padrao,S,65,55,60
homem,grupo_B,ensino_medio,gratuita,N,70,80,71
mulher,grupo_D,ensino_fundamental,padrao,S,71,85,85
homem,grupo_E,ensino_superior_incompleto,padrao,S,64,67,63
mulher,grupo_C,ensino_superior_completo,gratuita,S,70,81,77
homem,grupo_B,ensino_fundamental,padrao,S,82,74,71
mulher,grupo_C,ensino_superior_completo,gratuita,N,55,69,67
mulher,grupo_E,ensino_medio,gratuita,N,29,32,32
mulher,grupo_E,ensino_superior_completo,padrao,S,90,100,100
homem,grupo_A,ensino_superior_completo,padrao,S,61,53,52
mulher,grupo_C,ensino_superior_incompleto,padrao,N,68,92,85
homem,grupo_E,ensino_superior_incompleto,padrao,N,76,73,67
homem,grupo_C,ensino_medio,gratuita,S,69,72,74
mulher,grupo_C,ensino_superior_continuado,padrao,S,82,95,100
homem,grupo_D,ensino_fundamental,gratuita,N,53,55,56
homem,grupo_C,ensino_superior_mestrado,padrao,N,91,90,87
homem,grupo_D,ensino_superior_mestrado,gratuita,N,31,37,38
mulher,grupo_C,ensino_superior_completo,padrao,N,77,75,79
mulher,grupo_B,ensino_fundamental,padrao,N,76,78,77
mulher,grupo_B,ensino_superior_incompleto,padrao,N,60,62,53
mulher,grupo_C,ensino_fundamental,padrao,N,51,54,60
mulher,grupo_C,ensino_medio,padrao,S,63,58,65
homem,grupo_D,ensino_superior_completo,padrao,N,73,68,73
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,54,68,65
homem,grupo_B,ensino_superior_completo,gratuita,N,64,56,54
homem,grupo_C,ensino_superior_completo,padrao,N,91,83,86
mulher,grupo_B,ensino_medio,padrao,N,47,52,52
homem,grupo_B,ensino_fundamental,gratuita,N,55,58,58
homem,grupo_B,ensino_superior_mestrado,padrao,N,78,68,73
homem,grupo_A,ensino_superior_completo,padrao,N,83,72,74
homem,grupo_D,ensino_superior_incompleto,gratuita,S,53,56,48
mulher,grupo_B,ensino_fundamental,padrao,N,59,68,62
homem,grupo_C,ensino_superior_completo,padrao,S,91,84,82
homem,grupo_B,ensino_superior_incompleto,padrao,N,67,60,56
homem,grupo_D,ensino_medio,padrao,S,61,59,62
homem,grupo_E,ensino_fundamental,gratuita,N,72,59,52
homem,grupo_C,ensino_superior_incompleto,padrao,N,48,40,33
homem,grupo_E,ensino_superior_incompleto,padrao,N,90,81,73
homem,grupo_E,ensino_superior_incompleto,padrao,N,86,73,71
mulher,grupo_C,ensino_superior_completo,gratuita,N,24,37,30
homem,grupo_B,ensino_superior_mestrado,padrao,S,53,51,54
mulher,grupo_E,ensino_fundamental,padrao,S,91,97,100
homem,grupo_E,ensino_superior_incompleto,gratuita,N,76,64,59
homem,grupo_E,ensino_medio,padrao,S,90,86,82
mulher,grupo_C,ensino_superior_incompleto,padrao,S,88,90,95
mulher,grupo_D,ensino_fundamental,padrao,S,74,71,78
mulher,grupo_C,ensino_superior_continuado,padrao,N,38,47,52
mulher,grupo_B,ensino_medio,padrao,N,83,81,78
mulher,grupo_B,ensino_superior_incompleto,padrao,N,59,74,69
homem,grupo_D,ensino_superior_incompleto,gratuita,N,68,73,74
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,63,79,69
homem,grupo_E,ensino_superior_completo,padrao,N,89,67,70
homem,grupo_E,ensino_superior_continuado,padrao,N,100,99,96
homem,grupo_E,ensino_fundamental,padrao,N,66,56,54
mulher,grupo_C,ensino_superior_incompleto,padrao,N,69,75,67
mulher,grupo_D,ensino_fundamental,gratuita,N,57,68,64
homem,grupo_B,ensino_superior_incompleto,padrao,N,55,48,49
mulher,grupo_D,ensino_fundamental,gratuita,S,68,81,81
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,79,87,80
mulher,grupo_C,ensino_medio,gratuita,N,50,67,63
homem,grupo_C,ensino_fundamental,padrao,N,50,35,36
homem,grupo_C,ensino_superior_incompleto,padrao,S,55,60,63
homem,grupo_C,ensino_superior_incompleto,padrao,N,79,76,73
homem,grupo_C,ensino_superior_continuado,padrao,S,74,77,77
homem,grupo_C,ensino_fundamental,padrao,N,70,60,58
homem,grupo_C,ensino_fundamental,padrao,S,81,88,86
mulher,grupo_D,ensino_superior_continuado,padrao,N,61,58,68
mulher,grupo_B,ensino_medio,padrao,S,75,85,90
mulher,grupo_C,ensino_superior_completo,padrao,N,76,70,70
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,73,79,79
homem,grupo_C,ensino_fundamental,padrao,N,54,57,53
homem,grupo_C,ensino_superior_mestrado,padrao,S,81,88,91
homem,grupo_D,ensino_medio,gratuita,S,62,52,54
mulher,grupo_C,ensino_superior_completo,gratuita,N,64,71,72
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,29,54,48
homem,grupo_E,ensino_superior_mestrado,gratuita,N,82,81,72
mulher,grupo_E,ensino_fundamental,padrao,S,90,90,92
homem,grupo_D,ensino_fundamental,padrao,N,86,77,80
mulher,grupo_A,ensino_superior_continuado,padrao,N,53,66,67
mulher,grupo_D,ensino_fundamental,padrao,N,58,64,64
homem,grupo_D,ensino_fundamental,padrao,N,62,59,56
mulher,grupo_D,ensino_superior_completo,padrao,N,75,77,77
homem,grupo_A,ensino_fundamental,gratuita,S,55,59,53
mulher,grupo_D,ensino_superior_incompleto,padrao,N,65,71,73
mulher,grupo_B,ensino_superior_completo,padrao,S,60,68,66
mulher,grupo_D,ensino_superior_mestrado,gratuita,N,60,69,66
mulher,grupo_D,ensino_superior_completo,padrao,N,74,73,79
homem,grupo_C,ensino_superior_continuado,gratuita,N,65,63,62
mulher,grupo_C,ensino_superior_mestrado,padrao,N,55,72,64
homem,grupo_B,ensino_medio,padrao,N,77,78,72
homem,grupo_B,ensino_superior_incompleto,padrao,N,44,35,35
homem,grupo_D,ensino_fundamental,padrao,S,52,39,47
mulher,grupo_D,ensino_medio,padrao,S,67,69,67
homem,grupo_D,ensino_superior_completo,padrao,N,79,71,72
homem,grupo_C,ensino_superior_completo,gratuita,S,63,70,65
mulher,grupo_E,ensino_fundamental,padrao,S,70,73,74
homem,grupo_D,ensino_medio,padrao,S,68,63,63
homem,grupo_D,ensino_superior_incompleto,gratuita,N,40,44,44
mulher,grupo_E,ensino_fundamental,padrao,N,70,74,70
homem,grupo_E,ensino_fundamental,padrao,N,79,56,60
mulher,grupo_D,ensino_superior_continuado,gratuita,N,51,76,73
mulher,grupo_B,ensino_superior_incompleto,padrao,N,71,91,85
homem,grupo_C,ensino_superior_completo,padrao,S,82,75,76
mulher,grupo_D,ensino_medio,gratuita,S,61,73,75
mulher,grupo_A,ensino_superior_incompleto,gratuita,N,71,77,72
mulher,grupo_B,ensino_medio,padrao,S,53,75,71
mulher,grupo_D,ensino_medio,padrao,N,46,62,58
homem,grupo_C,ensino_superior_continuado,padrao,N,58,54,50
homem,grupo_D,ensino_superior_incompleto,gratuita,N,59,54,49
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,52,68,66
homem,grupo_B,ensino_superior_mestrado,gratuita,N,87,86,81
homem,grupo_C,ensino_superior_completo,padrao,N,69,68,71
mulher,grupo_C,ensino_fundamental,gratuita,N,28,43,42
homem,grupo_A,ensino_superior_continuado,padrao,N,65,59,58
mulher,grupo_C,ensino_superior_continuado,gratuita,S,79,72,80
mulher,grupo_C,ensino_superior_incompleto,padrao,S,75,95,94
homem,grupo_C,ensino_superior_completo,padrao,N,72,64,60
mulher,grupo_D,ensino_superior_completo,gratuita,N,42,45,44
mulher,grupo_A,ensino_superior_continuado,gratuita,S,59,74,74
mulher,grupo_E,ensino_fundamental,padrao,N,91,91,91
homem,grupo_D,ensino_superior_incompleto,padrao,S,89,80,79
homem,grupo_D,ensino_superior_incompleto,padrao,N,68,56,55
mulher,grupo_C,ensino_superior_completo,padrao,S,86,95,95
mulher,grupo_A,ensino_superior_incompleto,padrao,S,78,94,97
homem,grupo_E,ensino_medio,padrao,S,61,55,58
homem,grupo_D,ensino_medio,padrao,S,67,71,70
mulher,grupo_C,ensino_fundamental,padrao,N,76,86,87
mulher,grupo_C,ensino_superior_incompleto,padrao,S,70,66,71
homem,grupo_E,ensino_medio,padrao,N,88,83,84
homem,grupo_D,ensino_superior_completo,gratuita,S,60,65,70
mulher,grupo_D,ensino_superior_completo,gratuita,S,54,67,72
mulher,grupo_D,ensino_superior_incompleto,padrao,N,54,71,65
homem,grupo_D,ensino_superior_incompleto,padrao,N,46,54,47
mulher,grupo_E,ensino_fundamental,padrao,S,86,88,87
mulher,grupo_D,ensino_superior_completo,gratuita,S,36,52,56
homem,grupo_C,ensino_superior_incompleto,padrao,N,66,63,57
homem,grupo_C,ensino_fundamental,padrao,S,84,67,65
mulher,grupo_D,ensino_superior_continuado,gratuita,N,37,39,43
mulher,grupo_E,ensino_superior_incompleto,padrao,N,74,74,71
homem,grupo_C,ensino_fundamental,padrao,N,69,64,64
homem,grupo_D,ensino_medio,gratuita,S,83,86,85
mulher,grupo_C,ensino_superior_completo,padrao,N,49,53,53
mulher,grupo_E,ensino_superior_mestrado,padrao,N,62,65,62
mulher,grupo_C,ensino_superior_continuado,gratuita,N,64,77,71
mulher,grupo_C,ensino_superior_mestrado,padrao,N,56,60,57
mulher,grupo_C,ensino_superior_incompleto,padrao,N,81,82,84
homem,grupo_E,ensino_medio,padrao,N,98,91,82
mulher,grupo_D,ensino_superior_continuado,gratuita,N,69,77,76
mulher,grupo_C,ensino_medio,gratuita,S,63,85,79
homem,grupo_C,ensino_superior_completo,padrao,N,61,63,55
homem,grupo_C,ensino_superior_completo,padrao,S,89,85,81
homem,grupo_B,ensino_medio,padrao,N,67,64,58
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,38,54,55
mulher,grupo_C,ensino_superior_continuado,padrao,S,71,85,86
homem,grupo_D,ensino_fundamental,padrao,N,69,67,67
mulher,grupo_C,ensino_superior_incompleto,padrao,N,67,78,66
homem,grupo_D,ensino_medio,padrao,N,72,76,70
mulher,grupo_D,ensino_superior_incompleto,padrao,N,71,78,75
homem,grupo_E,ensino_superior_incompleto,padrao,N,73,68,61
homem,grupo_D,ensino_superior_completo,padrao,S,99,94,99
mulher,grupo_C,ensino_medio,padrao,N,56,64,62
homem,grupo_B,ensino_fundamental,padrao,S,83,84,78
mulher,grupo_B,ensino_fundamental,padrao,N,80,88,87
homem,grupo_D,ensino_fundamental,padrao,N,64,56,57
homem,grupo_A,ensino_superior_incompleto,padrao,N,82,72,66
homem,grupo_C,ensino_superior_incompleto,padrao,N,44,43,45
homem,grupo_C,ensino_medio,gratuita,N,69,69,59
mulher,grupo_D,ensino_superior_completo,padrao,S,98,98,100
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,58,68,73
homem,grupo_D,ensino_fundamental,padrao,N,50,50,49
mulher,grupo_C,ensino_superior_completo,padrao,N,79,87,82
homem,grupo_C,ensino_superior_continuado,gratuita,N,56,53,51
homem,grupo_C,ensino_superior_continuado,padrao,N,87,72,72
homem,grupo_C,ensino_superior_completo,padrao,N,66,58,61
homem,grupo_E,ensino_superior_continuado,padrao,S,65,66,62
homem,grupo_C,ensino_superior_incompleto,padrao,S,60,60,65
mulher,grupo_D,ensino_superior_completo,gratuita,S,69,72,77
mulher,grupo_E,ensino_superior_incompleto,padrao,S,88,86,96
homem,grupo_C,ensino_fundamental,gratuita,S,74,67,67
homem,grupo_C,ensino_superior_incompleto,padrao,N,83,75,72
homem,grupo_C,ensino_superior_mestrado,gratuita,N,78,74,74
homem,grupo_E,ensino_superior_completo,padrao,S,99,80,82
mulher,grupo_E,ensino_superior_continuado,gratuita,N,79,90,89
homem,grupo_B,ensino_superior_incompleto,padrao,S,54,58,56
mulher,grupo_B,ensino_superior_completo,padrao,N,80,84,82
mulher,grupo_C,ensino_fundamental,gratuita,N,53,65,68
homem,grupo_C,ensino_superior_completo,gratuita,N,48,39,36
mulher,grupo_C,ensino_medio,padrao,N,81,85,78
homem,grupo_D,ensino_superior_completo,padrao,N,86,88,87
homem,grupo_D,ensino_superior_continuado,padrao,N,67,68,63
mulher,grupo_D,ensino_superior_completo,padrao,N,63,62,67
mulher,grupo_D,ensino_superior_continuado,gratuita,S,68,67,76
mulher,grupo_B,ensino_medio,padrao,N,76,93,81
mulher,grupo_A,ensino_medio,padrao,S,79,80,85
mulher,grupo_D,ensino_superior_completo,padrao,N,93,100,98
mulher,grupo_E,ensino_fundamental,gratuita,S,59,59,63
homem,grupo_E,ensino_superior_continuado,gratuita,N,91,74,72
mulher,grupo_D,ensino_superior_incompleto,padrao,N,70,72,75
mulher,grupo_E,ensino_superior_mestrado,padrao,N,72,68,71
mulher,grupo_C,ensino_medio,padrao,N,51,61,59
homem,grupo_B,ensino_superior_incompleto,padrao,N,65,55,55
homem,grupo_B,ensino_fundamental,gratuita,S,48,52,46
mulher,grupo_D,ensino_superior_incompleto,padrao,N,72,81,81
homem,grupo_D,ensino_medio,padrao,S,68,69,64
homem,grupo_C,ensino_fundamental,padrao,S,68,73,66
mulher,grupo_A,ensino_superior_completo,padrao,N,58,71,70
homem,grupo_D,ensino_superior_completo,padrao,N,93,90,86
mulher,grupo_C,ensino_fundamental,padrao,N,63,60,60
homem,grupo_C,ensino_fundamental,padrao,S,70,63,59
mulher,grupo_D,ensino_superior_mestrado,padrao,N,88,85,92
mulher,grupo_B,ensino_superior_completo,padrao,N,71,89,88
homem,grupo_C,ensino_superior_continuado,padrao,N,76,74,72
homem,grupo_E,ensino_superior_completo,gratuita,N,60,59,58
homem,grupo_D,ensino_medio,gratuita,N,56,60,56
homem,grupo_C,ensino_fundamental,padrao,S,78,69,72
mulher,grupo_C,ensino_superior_completo,padrao,N,50,59,59
mulher,grupo_E,ensino_superior_incompleto,gratuita,S,65,77,81
homem,grupo_B,ensino_fundamental,padrao,S,56,55,49
mulher,grupo_D,ensino_superior_completo,padrao,S,86,97,100
mulher,grupo_D,ensino_medio,padrao,S,64,79,79
mulher,grupo_E,ensino_fundamental,padrao,N,81,88,84
mulher,grupo_E,ensino_fundamental,padrao,S,87,92,95
mulher,grupo_D,ensino_fundamental,padrao,S,78,89,91
homem,grupo_A,ensino_fundamental,gratuita,N,60,52,51
homem,grupo_C,ensino_superior_incompleto,padrao,N,47,51,49
mulher,grupo_B,ensino_medio,gratuita,N,66,84,75
mulher,grupo_C,ensino_fundamental,padrao,S,54,70,69
mulher,grupo_C,ensino_superior_completo,padrao,N,75,73,81
homem,grupo_C,ensino_superior_continuado,padrao,N,92,92,82
mulher,grupo_B,ensino_superior_incompleto,padrao,S,64,82,81
homem,grupo_D,ensino_medio,gratuita,N,51,47,43
homem,grupo_B,ensino_fundamental,gratuita,N,38,37,36
homem,grupo_B,ensino_fundamental,gratuita,N,41,41,38
homem,grupo_E,ensino_medio,padrao,S,100,99,98
mulher,grupo_E,ensino_superior_completo,padrao,S,70,73,80
mulher,grupo_D,ensino_superior_completo,padrao,N,81,81,80
homem,grupo_D,ensino_fundamental,gratuita,N,55,55,52
mulher,grupo_C,ensino_superior_completo,padrao,N,67,74,71
homem,grupo_D,ensino_medio,padrao,S,73,76,73
mulher,grupo_B,ensino_fundamental,gratuita,N,57,57,60
homem,grupo_C,ensino_superior_completo,padrao,N,71,64,58
homem,grupo_D,ensino_superior_completo,padrao,N,69,59,60
mulher,grupo_C,ensino_superior_incompleto,padrao,S,57,71,75
mulher,grupo_E,ensino_superior_incompleto,padrao,N,74,78,79
homem,grupo_A,ensino_superior_completo,padrao,N,78,85,79
mulher,grupo_E,ensino_superior_continuado,padrao,S,93,96,96
mulher,grupo_C,ensino_superior_incompleto,padrao,N,69,76,76
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,59,76,72
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,53,72,66
homem,grupo_C,ensino_superior_mestrado,gratuita,N,46,60,60
mulher,grupo_A,ensino_superior_incompleto,padrao,S,59,76,79
mulher,grupo_D,ensino_fundamental,gratuita,N,74,81,83
mulher,grupo_E,ensino_superior_completo,padrao,N,77,79,72
mulher,grupo_E,ensino_fundamental,gratuita,N,56,61,60
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,54,71,63
homem,grupo_D,ensino_medio,padrao,S,74,67,70
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,54,53,58
homem,grupo_C,ensino_medio,padrao,S,64,60,62
mulher,grupo_D,ensino_fundamental,gratuita,N,50,69,63
mulher,grupo_E,ensino_superior_completo,padrao,N,66,74,73
mulher,grupo_E,ensino_medio,gratuita,N,73,76,78
homem,grupo_E,ensino_superior_continuado,padrao,N,87,83,80
mulher,grupo_C,ensino_superior_continuado,padrao,S,86,96,98
homem,grupo_A,ensino_superior_continuado,padrao,S,65,64,63
homem,grupo_D,ensino_superior_mestrado,padrao,S,85,79,85
mulher,grupo_C,ensino_fundamental,gratuita,S,58,83,82
homem,grupo_C,ensino_superior_incompleto,padrao,S,100,90,91
mulher,grupo_C,ensino_superior_continuado,padrao,N,52,56,57
mulher,grupo_C,ensino_superior_continuado,gratuita,N,50,60,62
mulher,grupo_C,ensino_fundamental,padrao,N,82,92,90
homem,grupo_E,ensino_medio,padrao,S,82,69,63
homem,grupo_B,ensino_superior_mestrado,gratuita,S,62,68,63
homem,grupo_B,ensino_superior_completo,gratuita,S,68,65,67
mulher,grupo_D,ensino_fundamental,padrao,N,31,37,42
mulher,grupo_B,ensino_superior_incompleto,padrao,N,80,84,84
mulher,grupo_C,ensino_medio,padrao,N,67,67,71
homem,grupo_B,ensino_medio,padrao,N,67,50,47
homem,grupo_C,ensino_fundamental,padrao,S,72,73,71
homem,grupo_C,ensino_superior_completo,padrao,S,83,76,74
homem,grupo_D,ensino_superior_incompleto,gratuita,N,44,44,40
homem,grupo_D,ensino_fundamental,padrao,N,82,62,70
homem,grupo_E,ensino_medio,padrao,S,83,77,75
homem,grupo_E,ensino_medio,padrao,S,89,77,74
homem,grupo_B,ensino_superior_continuado,gratuita,N,77,80,78
mulher,grupo_C,ensino_superior_completo,gratuita,S,69,86,83
homem,grupo_D,ensino_fundamental,padrao,S,94,85,86
homem,grupo_C,ensino_superior_completo,gratuita,N,69,73,72
mulher,grupo_C,ensino_medio,padrao,N,47,52,49
homem,grupo_B,ensino_fundamental,padrao,S,97,88,83
homem,grupo_B,ensino_superior_incompleto,gratuita,N,75,76,74
homem,grupo_E,ensino_medio,gratuita,N,67,48,50
homem,grupo_B,ensino_superior_incompleto,gratuita,N,41,42,40
homem,grupo_D,ensino_medio,gratuita,S,80,77,83
mulher,grupo_B,ensino_superior_mestrado,padrao,N,67,69,69
homem,grupo_C,ensino_superior_incompleto,gratuita,N,80,79,70
mulher,grupo_C,ensino_superior_completo,padrao,N,79,92,89
homem,grupo_D,ensino_superior_completo,padrao,S,96,96,97
homem,grupo_B,ensino_superior_continuado,padrao,N,61,62,53
mulher,grupo_B,ensino_superior_completo,padrao,N,75,83,83
mulher,grupo_B,ensino_fundamental,gratuita,S,51,65,63
homem,grupo_C,ensino_superior_completo,gratuita,N,76,59,63
homem,grupo_C,ensino_fundamental,gratuita,N,52,44,42
mulher,grupo_B,ensino_medio,padrao,N,53,57,50
homem,grupo_D,ensino_superior_incompleto,padrao,N,77,68,62
mulher,grupo_D,ensino_superior_completo,padrao,N,68,78,77
homem,grupo_B,ensino_superior_incompleto,padrao,N,59,64,56
mulher,grupo_C,ensino_superior_incompleto,padrao,S,74,81,84
mulher,grupo_A,ensino_medio,gratuita,N,50,72,69
mulher,grupo_E,ensino_medio,padrao,N,85,87,86
mulher,grupo_D,ensino_medio,gratuita,N,60,67,65
homem,grupo_C,ensino_fundamental,gratuita,N,67,76,70
mulher,grupo_C,ensino_medio,padrao,N,89,90,93
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,26,46,45
homem,grupo_D,ensino_medio,padrao,N,61,60,64
homem,grupo_E,ensino_medio,gratuita,S,81,86,84
homem,grupo_D,ensino_superior_incompleto,padrao,N,61,69,69
homem,grupo_D,ensino_superior_incompleto,gratuita,N,67,66,66
homem,grupo_C,ensino_superior_completo,padrao,N,64,46,50
mulher,grupo_B,ensino_medio,padrao,N,71,78,74
homem,grupo_C,ensino_fundamental,gratuita,S,51,53,46
homem,grupo_D,ensino_medio,padrao,S,91,94,88
mulher,grupo_C,ensino_superior_mestrado,gratuita,N,68,64,68
homem,grupo_D,ensino_superior_completo,padrao,N,65,67,65
mulher,grupo_A,ensino_superior_continuado,gratuita,N,58,64,67
mulher,grupo_A,ensino_superior_completo,padrao,N,55,66,67
mulher,grupo_D,ensino_superior_continuado,padrao,S,39,54,60
mulher,grupo_B,ensino_superior_mestrado,padrao,S,54,66,67
mulher,grupo_D,ensino_fundamental,padrao,N,54,48,59
mulher,grupo_B,ensino_fundamental,padrao,N,78,96,91
homem,grupo_A,ensino_superior_completo,padrao,N,88,83,82
homem,grupo_E,ensino_medio,padrao,N,88,78,82
mulher,grupo_A,ensino_fundamental,padrao,N,61,72,68
mulher,grupo_C,ensino_superior_mestrado,padrao,N,49,63,63
homem,grupo_D,ensino_medio,padrao,N,76,76,67
homem,grupo_B,ensino_medio,gratuita,S,58,48,51
homem,grupo_E,ensino_medio,padrao,N,76,63,54
mulher,grupo_C,ensino_superior_continuado,gratuita,N,65,81,76
mulher,grupo_E,ensino_superior_continuado,gratuita,N,66,68,67
homem,grupo_E,ensino_medio,gratuita,N,70,77,62
homem,grupo_D,ensino_superior_completo,padrao,N,94,84,84
mulher,grupo_D,ensino_fundamental,padrao,N,59,63,60
mulher,grupo_C,ensino_fundamental,gratuita,N,35,46,34
mulher,grupo_C,ensino_superior_incompleto,padrao,N,69,72,70
mulher,grupo_C,ensino_medio,padrao,N,78,96,93
mulher,grupo_C,ensino_fundamental,padrao,S,42,61,55
homem,grupo_C,ensino_superior_mestrado,gratuita,N,82,81,78
mulher,grupo_E,ensino_fundamental,gratuita,S,46,63,63
homem,grupo_D,ensino_superior_completo,gratuita,N,61,67,63
homem,grupo_D,ensino_medio,padrao,S,73,75,71
homem,grupo_A,ensino_fundamental,padrao,S,79,78,80
mulher,grupo_C,ensino_superior_incompleto,padrao,N,75,70,70
homem,grupo_E,ensino_medio,gratuita,N,49,30,33
mulher,grupo_C,ensino_superior_completo,padrao,N,73,85,82
mulher,grupo_D,ensino_superior_continuado,padrao,N,74,88,84
mulher,grupo_B,ensino_superior_completo,padrao,N,64,83,78
homem,grupo_A,ensino_superior_incompleto,padrao,N,72,71,56
mulher,grupo_C,ensino_superior_incompleto,padrao,N,77,78,79
homem,grupo_C,ensino_superior_completo,padrao,S,71,73,72
mulher,grupo_A,ensino_superior_incompleto,padrao,N,52,64,58
mulher,grupo_B,ensino_superior_continuado,padrao,N,79,87,85
mulher,grupo_C,ensino_superior_incompleto,padrao,N,79,72,76
homem,grupo_A,ensino_fundamental,padrao,N,62,62,63
mulher,grupo_C,ensino_medio,padrao,S,65,77,72
mulher,grupo_D,ensino_superior_continuado,padrao,N,47,64,59
mulher,grupo_B,ensino_superior_completo,padrao,S,81,83,82
homem,grupo_D,ensino_superior_completo,gratuita,S,77,76,80
mulher,grupo_D,ensino_medio,padrao,S,77,88,85
homem,grupo_A,ensino_superior_incompleto,padrao,N,88,80,75
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,30,55,53
mulher,grupo_C,ensino_medio,gratuita,S,79,95,93
homem,grupo_C,ensino_medio,padrao,S,97,93,93
homem,grupo_B,ensino_fundamental,padrao,S,69,57,62
mulher,grupo_D,ensino_superior_incompleto,padrao,N,60,63,64
homem,grupo_D,ensino_superior_incompleto,padrao,N,62,57,65
homem,grupo_D,ensino_superior_incompleto,padrao,S,87,80,80
homem,grupo_D,ensino_superior_completo,padrao,N,83,76,76
mulher,grupo_B,ensino_superior_completo,padrao,N,65,63,65
homem,grupo_C,ensino_superior_incompleto,padrao,S,81,78,78
mulher,grupo_C,ensino_superior_completo,padrao,N,77,86,82
homem,grupo_C,ensino_superior_continuado,gratuita,N,46,56,50
homem,grupo_B,ensino_fundamental,gratuita,N,48,55,44
homem,grupo_E,ensino_medio,padrao,N,68,55,51
homem,grupo_D,ensino_superior_continuado,padrao,S,71,72,73
mulher,grupo_E,ensino_fundamental,padrao,S,77,89,83
homem,grupo_D,ensino_superior_completo,gratuita,S,34,37,35
homem,grupo_D,ensino_superior_continuado,gratuita,N,73,69,68
homem,grupo_C,ensino_superior_continuado,padrao,N,67,62,59
mulher,grupo_B,ensino_superior_completo,padrao,N,67,76,72
homem,grupo_C,ensino_fundamental,padrao,S,93,81,82
homem,grupo_C,ensino_superior_continuado,gratuita,S,91,94,96
mulher,grupo_C,ensino_medio,padrao,N,51,60,51
homem,grupo_C,ensino_superior_mestrado,padrao,S,76,77,71
homem,grupo_C,ensino_medio,padrao,N,86,79,69
mulher,grupo_C,ensino_medio,padrao,N,37,44,36
mulher,grupo_C,ensino_fundamental,gratuita,N,55,61,65
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,63,73,76
homem,grupo_C,ensino_superior_mestrado,padrao,S,92,71,71
homem,grupo_C,ensino_medio,padrao,S,63,62,64
mulher,grupo_A,ensino_superior_mestrado,padrao,S,77,87,89
homem,grupo_B,ensino_superior_completo,padrao,N,87,83,72
mulher,grupo_E,ensino_superior_completo,padrao,N,100,100,98
homem,grupo_D,ensino_superior_mestrado,padrao,N,85,91,96
homem,grupo_D,ensino_superior_completo,padrao,N,77,76,73
mulher,grupo_B,ensino_medio,gratuita,N,55,58,63
mulher,grupo_C,ensino_superior_continuado,gratuita,N,68,84,85
mulher,grupo_C,ensino_medio,padrao,N,50,64,56
mulher,grupo_B,ensino_fundamental,padrao,N,61,70,60
mulher,grupo_D,ensino_superior_continuado,gratuita,S,51,57,61
homem,grupo_D,ensino_superior_completo,gratuita,N,57,58,51
homem,grupo_E,ensino_medio,padrao,N,100,98,89
homem,grupo_B,ensino_medio,padrao,N,83,67,65
homem,grupo_D,ensino_superior_mestrado,padrao,S,100,100,99
mulher,grupo_E,ensino_superior_incompleto,padrao,N,98,95,100
homem,grupo_E,ensino_superior_completo,padrao,N,74,69,66
homem,grupo_A,ensino_superior_mestrado,gratuita,N,59,58,57
mulher,grupo_C,ensino_superior_completo,gratuita,N,56,74,70
